Package Name,Functions,Data Safety Labels
aceviral.dragoncraft,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Diagnostics,Other app performance data,Device or other IDs,App activity,Personal info"
ae.propertyfinder.propertyfinder,"android.telephony.TelephonyManager.getNetworkOperator,android.location.LocationManager.requestLocationUpdates,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","Device or other IDs,Precise location,App info and performance,Diagnostics,App activity"
ai.replika.app,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName","App info and performance,Personal info"
air.bg.lan.Monopoli,"android.os.Debug.getMemoryInfo,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperator","Diagnostics,Other app performance data,App activity,Location,Precise location,Approximate location,Device or other IDs"
air.br.com.domino.mobile,android.telephony.TelephonyManager.getLine1Number,Phone number
air.com.aceviral.motox3m,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getLine1Number","App info and performance,Personal info,Phone number"
air.com.darkdome.nowhere.house,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Diagnostics,App activity,Device or other IDs,Personal info"
air.com.darkdome.unwanted.experiment,"android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,App info and performance,App activity,Personal info,Diagnostics"
air.com.games2win.internationalfashionstylist,java.io.File.getUsableSpace,Other app performance data
air.com.KalromSystems.SandDrawLite,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,Personal info,Device or other IDs"
air.com.sgn.cookiejam.gp,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
air.com.starfall.more,android.os.StrictMode.getThreadPolicy,App info and performance
air.com.tutotoons.app.sweetbabygirlsummerfun2.free,"android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.net.wifi.WifiInfo.getSSID","App activity,App info and performance,Diagnostics,Personal info,Device or other IDs"
air.com.wizits.buddies,android.telephony.TelephonyManager.getLine1Number,Phone number
alpha.sticker.maker,"android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy","App info and performance,Other app performance data,App activity,Diagnostics"
altergames.carlauncher,"android.os.StrictMode.getVmPolicy,android.os.StrictMode.getThreadPolicy,android.bluetooth.BluetoothAdapter.getBondedDevices,android.location.LocationManager.requestLocationUpdates,android.location.LocationManager.registerGnssStatusCallback,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Device or other IDs,Location,Precise location,Approximate location,App activity"
amonguslock.amonguslockscreen.amonglock,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses","Personal info,App activity"
and.dinlygo.tilepair3d,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Device or other IDs,Personal info,Other app performance data,Diagnostics"
and.lihuhu.machingtriple,"android.net.wifi.WifiInfo.getSSID,java.io.File.getTotalSpace,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.os.BatteryManager.getIntProperty,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,java.io.File.getFreeSpace","Device or other IDs,App info and performance,Other app performance data,Diagnostics,Personal info,App activity"
and.lihuhu.mahjongtriple3d,"java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Other app performance data,Personal info,Device or other IDs,App activity,Diagnostics"
and.lihuhu.matchpair3d,"java.io.File.getFreeSpace,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Other app performance data,Personal info,Device or other IDs,Diagnostics"
antivirus.anti.virus.cleaner.security.booster,"android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso","Device or other IDs,Personal info,App activity"
app.android.qrscanner,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks","App info and performance,Diagnostics,App activity"
app.foryou,"android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getUsableSpace,android.os.Build.getSerial","Device or other IDs,Other app performance data"
app.geoloc,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
app.plant.identification,"android.location.LocationManager.getLastKnownLocation,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName","Precise location,Approximate location,Other app performance data,Personal info"
arproductions.andrew.worklog,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkOperator","Personal info,Device or other IDs"
asav.roomtemprature,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,Personal info"
at.nk.tools.iTranslate,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
au.com.quadropoly.businessboard,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,Diagnostics,App activity,Personal info,Device or other IDs"
au.com.shiftyjelly.pocketcasts,"android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID","App activity,Device or other IDs"
audio.sound.effect.bass.virtrualizer.equalizer,"android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator","App info and performance,App activity,Personal info,Diagnostics,Device or other IDs"
audio.volume.bass.booster.equalizer,"android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics,App activity"
audioeditor.musiceditor.soundeditor.songeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
ball.sort.puzzle.color.sorting.bubble.games,"java.io.File.getTotalSpace,java.io.File.getFreeSpace",Other app performance data
batalsoft.band.live.rock,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,java.io.File.getFreeSpace","Personal info,Other app performance data"
battle.iron.suit,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
bcom.rrdianshiase.table,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.app.ActivityManager.getRunningTasks,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Personal info,App activity,Other app performance data,Diagnostics"
beatmaker.edm.musicgames.PianoGames,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
biz.arrowstar.funnyfood2,"android.app.ActivityManager.getRunningTasks,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.net.wifi.WifiInfo.getSSID","App activity,App info and performance,Diagnostics,Personal info,Device or other IDs"
biz.arrowstar.funnyfood3,"android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningAppProcesses,android.app.ActivityManager.getRunningTasks,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator","Device or other IDs,App activity,App info and performance,Diagnostics,Personal info"
block.puzzle.sudoku.free.game.classic.offline,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getSubscriberId,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks","App info and performance,Diagnostics,Personal info,Device or other IDs,App activity,Other app performance data"
blockpuzzle.game.block.puzzle,"java.io.File.getTotalSpace,java.io.File.getFreeSpace",Other app performance data
blockpuzzle.new1010.jewelgames.puzzlegames,"android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,java.io.File.getFreeSpace,android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.net.wifi.WifiInfo.getSSID","App info and performance,Device or other IDs,Other app performance data,Diagnostics,Personal info"
bloodpressure.bloodpressureapppro.bloodpressureapp,android.telephony.TelephonyManager.getNetworkCountryIso,Personal info
br.com.rodrigokolb.realdrum,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
br.com.tapps.donotdisturb,"java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
br.com.tapps.donotdisturb2,"android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,Other app performance data"
br.com.tapps.donotdisturb3,"android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Personal info,Other app performance data"
breastenlarger.bodyeditor.photoeditor,android.telephony.TelephonyManager.getNetworkOperatorName,Personal info
bts.kpop.piano.music.tiles,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getDataNetworkType,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkCountryIso","App info and performance,Device or other IDs,Personal info,Diagnostics,App activity"
call.blacklist.blocker,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,android.telephony.TelephonyManager.requestCellInfoUpdate,android.location.LocationManager.requestLocationUpdates,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getServiceState,android.telephony.TelephonyManager.getCellLocation,android.telephony.TelephonyManager.getAllCellInfo,android.telephony.SubscriptionManager.getActiveSubscriptionInfoForSimSlotIndex,android.location.LocationManager.getLastKnownLocation,android.telephony.SubscriptionManager.getActiveSubscriptionInfo","Personal info,Location,Precise location,Approximate location"
callid.name.announcer,"android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getServiceState,android.location.LocationManager.getLastKnownLocation,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getAllCellInfo,android.telephony.TelephonyManager.requestCellInfoUpdate,java.io.File.getFreeSpace,android.telephony.SubscriptionManager.getActiveSubscriptionInfo","Personal info,Location,Approximate location,Precise location,Other app performance data"
cam.camy,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
camera.selfie.editor,"android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningTasks","Personal info,App info and performance,App activity,Diagnostics,Device or other IDs"
candymanor.homedesign.match3,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
car.hillside.rush.racing,android.os.StrictMode.getThreadPolicy,App info and performance
car.line.race,"android.os.StrictMode.getVmPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.app.usage.UsageStatsManager.getAppStandbyBucket,android.os.PowerManager.getCurrentThermalStatus","App info and performance,Other app performance data,Personal info,Diagnostics"
car.smash.drive,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
catdog.music.tiles.challenge,"android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","Personal info,App info and performance,Other app performance data,Diagnostics"
ch.protonmail.android,android.net.wifi.WifiInfo.getSSID,Device or other IDs
ch.protonvpn.android,android.app.ActivityManager.getRunningAppProcesses,App activity
classic.card.solitaire.pgmaker,"java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getUsableSpace,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info"
cleaner.antivirus,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getThreadPolicy,android.net.wifi.WifiInfo.getSSID,android.telephony.TelephonyManager.getNetworkOperator,android.os.StrictMode.getVmPolicy,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,Device or other IDs,App activity"
cm.clean.master.cleaner.booster.cpu.cooler,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
cn.fitdays.fitdays,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getPhoneCount,android.telephony.TelephonyManager.getImei,android.telephony.TelephonyManager.getSubscriberId,android.telephony.TelephonyManager.getSimSerialNumber,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getDeviceId,android.os.Build.getSerial","App activity,Device or other IDs,App info and performance,Other app performance data"
cn.wps.moffice_eng,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
co.bitx.android.wallet,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
co.happybits.marcopolo,java.io.File.getUsableSpace,Other app performance data
co.kitetech.messenger,"android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList","App activity,Diagnostics,Personal info,Location,Precise location,Approximate location,Device or other IDs"
co.pamobile.minecraft.addonsmaker,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,Device or other IDs"
co.pamobile.pokemon.cardmaker,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator","App activity,Device or other IDs"
co.peppertheapp.android,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy,java.io.File.getUsableSpace","App info and performance,Other app performance data"
co.real.productionreal2,java.io.File.getUsableSpace,Other app performance data
co.thefabulous.app,"java.io.File.getFreeSpace,java.io.File.getTotalSpace",Other app performance data
co.theguru.sch,"android.os.StrictMode.getThreadPolicy,android.location.LocationManager.requestLocationUpdates,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy","App info and performance,Location,Precise location,Approximate location,Personal info"
co.vulcanlabs.printer,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.PowerManager.getCurrentThermalStatus","App activity,Device or other IDs,Personal info,Diagnostics"
co.vulcanlabs.rokuremote,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
co.vulcanlabs.samsungremote,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName",Personal info
codematics.universal.tv.remote.control,"android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getThreadPolicy,android.telephony.TelephonyManager.getNetworkOperator,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Diagnostics,Personal info,Device or other IDs,App activity"
com.aa.puffup,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.abc.abcnews,"android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso",Personal info
com.abclocal.kabc.news,"android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator","Diagnostics,Device or other IDs"
com.abclocal.kgo.news,"android.os.Build.getSerial,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator","Device or other IDs,Diagnostics"
com.abclocal.ktrk.news,"android.telephony.TelephonyManager.getNetworkOperator,android.os.PowerManager.getCurrentThermalStatus,android.net.wifi.WifiInfo.getSSID,android.os.Build.getSerial","Device or other IDs,Diagnostics"
com.abclocal.wabc.news,"android.os.Build.getSerial,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID","Device or other IDs,Diagnostics"
com.abclocal.wls.news,"android.os.Build.getSerial,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperator","Device or other IDs,Diagnostics"
com.abclocal.wpvi.news,"android.os.Build.getSerial,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.os.PowerManager.getCurrentThermalStatus","Device or other IDs,Diagnostics"
com.abi.robber.puzzle.thief,"java.io.File.getFreeSpace,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.net.wifi.WifiInfo.getSSID,android.app.ActivityManager.getRunningTasks,android.telephony.TelephonyManager.getNetworkCountryIso","Other app performance data,Personal info,App activity,Device or other IDs"
com.abrar.volumeboost,"android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso","App activity,Personal info"
com.accurate.channel.forecast.live.weather,"android.location.LocationManager.getLastKnownLocation,java.io.File.getTotalSpace,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningAppProcesses,android.os.PowerManager.getCurrentThermalStatus","Location,Precise location,Approximate location,Other app performance data,App activity,Diagnostics"
com.accurate.live.weather.forecast.pro,"android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperatorName","Personal info,Precise location"
com.accurate.local.weather.forecast.live,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.getLastKnownLocation","Personal info,Precise location"
com.accurate.weather.forecast.live,"android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso","Precise location,Personal info"
com.accuweather.android,"android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.getLastKnownLocation","Personal info,Precise location"
com.acidcousins.fdunk,"android.telephony.TelephonyManager.getNetworkCountryIso,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.requestLocationUpdates","Personal info,Precise location"
com.actionfit.blockocean1010,"java.io.File.getTotalSpace,android.os.StrictMode.getVmPolicy,android.os.BatteryManager.getIntProperty,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.location.LocationManager.requestLocationUpdates,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.app.ActivityManager.getRunningTasks","App info and performance,Other app performance data,Diagnostics,Location,Precise location,Approximate location,Personal info,App activity"
com.active.aps.meetmobile,"android.os.StrictMode.getThreadPolicy,android.app.ActivityManager.getRunningAppProcesses,android.os.StrictMode.getVmPolicy","App info and performance,App activity"
com.adidas.app,android.app.ActivityManager.getRunningAppProcesses,App activity
com.adobe.cc,android.os.PowerManager.getCurrentThermalStatus,Diagnostics
com.adobe.reader,"android.os.StrictMode.getThreadPolicy,android.os.PowerManager.getCurrentThermalStatus,android.os.StrictMode.getVmPolicy","App info and performance,Diagnostics"
com.adult.coloring.book.pages,"android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkCountryIso","Personal info,App activity"
com.advancedmobile.android.ghin,"android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getVmPolicy,android.net.wifi.WifiInfo.getSSID,android.os.StrictMode.getThreadPolicy","Personal info,App info and performance,Device or other IDs"
com.advant.streamer,"android.telephony.TelephonyManager.getNetworkCountryIso,android.telephony.SubscriptionManager.getActiveSubscriptionInfoList,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperatorName,java.io.File.getTotalSpace","Personal info,Other app performance data"
com.aesthetic.iconpack.iconchanger,"android.os.StrictMode.getVmPolicy,java.io.File.getTotalSpace,android.os.StrictMode.getThreadPolicy,java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkOperatorName,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.PowerManager.getCurrentThermalStatus,android.os.BatteryManager.getIntProperty,android.app.ActivityManager.getRunningAppProcesses","App info and performance,Other app performance data,Device or other IDs,Personal info,Diagnostics,App activity"
com.afmobi.boomplayer,"android.app.ActivityManager.getRunningAppProcesses,java.io.File.getTotalSpace,android.location.LocationManager.getLastKnownLocation,android.telephony.TelephonyManager.getCellLocation","App activity,Other app performance data,Precise location"
com.aftership.AfterShip,android.telephony.TelephonyManager.getNetworkOperator,Device or other IDs
com.agedstudio.card.spider.solitaire,"android.os.StrictMode.getThreadPolicy,java.io.File.getTotalSpace,android.app.ActivityManager.getRunningTasks,java.io.File.getFreeSpace,android.os.PowerManager.getCurrentThermalStatus,android.telephony.TelephonyManager.getNetworkOperatorName,android.app.ActivityManager.getRunningAppProcesses,android.telephony.TelephonyManager.getNetworkOperator,android.telephony.TelephonyManager.getNetworkCountryIso,android.os.StrictMode.getVmPolicy","App info and performance,Other app performance data,App activity,Diagnostics,Personal info,Device or other IDs"
com.aggrego.loop,java.io.File.getUsableSpace,Other app performance data
com.ahoygames.backgammon,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Personal info"
com.ahoygames.rummy,"android.os.StrictMode.getVmPolicy,android.telephony.TelephonyManager.getNetworkOperatorName,android.os.StrictMode.getThreadPolicy","App info and performance,Personal info"
com.alarmclock.xtreme.free,"android.os.StrictMode.getThreadPolicy,android.os.StrictMode.getVmPolicy",App info and performance
com.AlexandrJanashvili.MultiMaze3D,"java.io.File.getFreeSpace,android.telephony.TelephonyManager.getNetworkCountryIso,java.io.File.getTotalSpace,android.telephony.TelephonyManager.getNetworkOperatorName","Other app performance data,Personal info"
com.alhiwar,"java.io.File.getTotalSpace,android.location.LocationManager.getLastKnownLocation","Other app performance data,Precise location"
com.alibaba.aliexpresshd,java.io.File.getUsableSpace,Other app performance data
